account_token,bank_code,amount,reference_token,status,errors
ACC-8cd3b012,070,281.56,REF-67b06194,Invalid,"[{'type': 'alphanumeric_format', 'message': 'Account number must be alphanumeric (unless IBAN)'}]"
ACC-e0fae5ec,,318361.72,REF-610948e9,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-4dddef01,,476357.13,REF-ac8f99a9,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-c0c4915d,,186864.76,REF-fbc175e5,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-e81ff97f,,249344.81,REF-24e6f6a8,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-1ad819b8,232,294216.98,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-e59d8d51,044,407124.41,REF-1ae04fc3,Invalid,"[{'type': 'length_error', 'message': 'Account number must be 8-12 characters (unless IBAN)'}]"
ACC-9bc977e0,070,-100,REF-2c5345cb,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-c4a88bb8,044,436450.47,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-0c635d32,,491838.68,REF-823d1b74,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-dbf318c2,058,52070.42,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-2d913d33,002,202510.73,REF-5efabeef,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
