account_token,bank_code,amount,reference_token,status,errors
ACC-4514ef6a,044,-100,REF-8a58c9eb,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-e79dc303,214,0,REF-4f2a2903,Invalid,"[{'type': 'amount_validation', 'message': 'Invalid amount'}]"
ACC-81ee43fb,,326229.88,REF-3df39734,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-655262c9,002,272980.65,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-2345007e,,133705.07,REF-e57e68e9,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-bda4a55d,,108628.51,REF-4b0304ec,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-47959d3a,,57668.78,REF-e1ca9b27,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-65070020,,230316.24,REF-78f16fe5,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-d4345003,,7081.61,REF-e635cbef,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-4a742254,215,495998.74,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-87b5643e,,173599.49,REF-82743b21,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-3fb1dd6e,,145034.33,REF-720d2350,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-57af7683,001,388300.41,REF-62b3dbd1,Invalid,"[{'type': 'bank_001_account_validation', 'message': 'Account number failed validation for bank 001'}]"
ACC-3515a7d9,,442782.21,REF-27853ed6,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-55094c40,,102462.25,REF-d323829a,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-8a1b0809,,154483.77,REF-edc1b10e,Invalid,"[{'type': 'format_error', 'message': 'Missing required fields'}]"
ACC-907920f7,002,52052.1,REF-e3b0c442,Invalid,"[{'type': 'reference_id_validation', 'message': 'Reference ID must be non-empty'}]"
ACC-eecca0c9,002,83639.75,REF-0a0cc4a7,Invalid,"[{'type': 'bank_002_account_validation', 'message': 'Account number failed validation for bank 002'}]"
